id,name,lgaId,officialOrder
abia_isuikwuato_umuanyi_absu,Umuanyi/Absu,abia_isuikwuato,10
,,,
abia_obingwa_abayi_i,Abayi I,abia_obingwa,1
abia_obingwa_abayi_ii,Abayi II,abia_obingwa,2
abia_obingwa_mgboko_umuannunu,Mgboko Umuannunu,abia_obingwa,3
abia_obingwa_mgboko_itungwa,Mgboko Itungwa,abia_obingwa,4
abia_obingwa_ahiaba,Ahiaba,abia_obingwa,5
abia_obingwa_maboko_amairi,Maboko Amairi,abia_obingwa,6
abia_obingwa_alaukwu_ohanze,Alaukwu Ohanze,abia_obingwa,7
abia_obingwa_akumaimo,Akumaimo,abia_obingwa,8
abia_obingwa_ndiakata_amairinabua,Ndiakata/Amairinabua,abia_obingwa,9
abia_obingwa_ntighauzo_amairi,Ntighauzo Amairi,abia_obingwa,10
abia_obingwa_ibeme,Ibeme,abia_obingwa,11
,,,
abia_ohafia_isiama_ohafia,Isiama Ohafia,abia_ohafia,1
abia_ohafia_ebem_ohafia,Ebem Ohafia,abia_ohafia,2
abia_ohafia_ndi_elu_nkporo,Ndi Elu Nkporo,abia_ohafia,3
abia_ohafia_ndi_etiti_nkporo,Ndi Etiti Nkporo,abia_ohafia,4
abia_ohafia_amaeke_abiriba,Amaeke Abiriba,abia_ohafia,5
abia_ohafia_amaogudu_abiriba,Amaogudu Abiriba,abia_ohafia,6
abia_ohafia_agboji_abiriba,Agboji Abiriba,abia_ohafia,7
abia_ohafia_ohafor_ohafia,Ohafor Ohafia,abia_ohafia,8
abia_ohafia_okamu_ohafia,Okamu Ohafia,abia_ohafia,9
abia_ohafia_ania_ohafia,Ania Ohafia,abia_ohafia,10
abia_ohafia_ndi_agbo_nkporo,Ndi Agbo Nkporo,abia_ohafia,11
,,,
abia_osisoma_amavo,Amavo,abia_osisoma,1
abia_osisoma_amaitolu_mbutu_umuojima,Amaitolu Mbutu Umuojima,abia_osisoma,2
abia_osisoma_amasator,Amasator,abia_osisoma,3
abia_osisoma_aro_ngwa,Aro-Ngwa,abia_osisoma,4
abia_osisoma_ama_asaa,Ama-Asaa,abia_osisoma,5
abia_osisoma_oso_okwa,Oso-Okwa,abia_osisoma,6
abia_osisoma_uratta,Uratta,abia_osisoma,7
abia_osisoma_amator,Amator,abia_osisoma,8
abia_osisoma_umunneise,Umunneise,abia_osisoma,9
abia_osisoma_okporumuobo,Okporumuobo,abia_osisoma,10
,,,
abia_ugwunagbo_ward_one,Ward One,abia_ugwunagbo,1
abia_ugwunagbo_ward_two,Ward Two,abia_ugwunagbo,2
abia_ugwunagbo_ward_three,Ward Three,abia_ugwunagbo,3
abia_ugwunagbo_ward_four,Ward Four,abia_ugwunagbo,4
abia_ugwunagbo_ward_five,Ward Five,abia_ugwunagbo,5
abia_ugwunagbo_ward_six,Ward Six,abia_ugwunagbo,6
abia_ugwunagbo_ward_seven,Ward Seven,abia_ugwunagbo,7
abia_ugwunagbo_ward_eight,Ward Eight,abia_ugwunagbo,8
abia_ugwunagbo_ward_nine,Ward Nine,abia_ugwunagbo,9
abia_ugwunagbo_ward_ten,Ward Ten,abia_ugwunagbo,10
,,,
abia_ukwa_east_ikwuriator_east,Ikwuriator East,abia_ukwa_east,1
abia_ukwa_east_ikwuriator_west,Ikwuriator West,abia_ukwa_east,2
abia_ukwa_east_azumini,Azumini,abia_ukwa_east,3
abia_ukwa_east_umuigube_achara,Umuigube Achara,abia_ukwa_east,4
abia_ukwa_east_akwete,Akwete,abia_ukwa_east,5
abia_ukwa_east_obohia,Obohia,abia_ukwa_east,6
abia_ukwa_east_ikwueke_east,Ikwueke East,abia_ukwa_east,7
abia_ukwa_east_ikwueke_west,Ikwueke West,abia_ukwa_east,8
abia_ukwa_east_nkporobe_ohuru,Nkporobe/Ohuru,abia_ukwa_east,9
abia_ukwa_east_ikwuorie,Ikwuorie,abia_ukwa_east,10
,,,
abia_ukwa_west_asa_north,Asa North,abia_ukwa_west,1
abia_ukwa_west_obokwe,Obokwe,abia_ukwa_west,2
abia_ukwa_west_ogwe,Ogwe,abia_ukwa_west,3
abia_ukwa_west_asa_south,Asa South,abia_ukwa_west,4
abia_ukwa_west_obuzor,Obuzor,abia_ukwa_west,5
abia_ukwa_west_ipu_west,Ipu West,abia_ukwa_west,6
abia_ukwa_west_ipu_east,Ipu East,abia_ukwa_west,7
abia_ukwa_west_ipu_south,Ipu South,abia_ukwa_west,8
abia_ukwa_west_ozaa_ukwu,Ozaa Ukwu,abia_ukwa_west,9
abia_ukwa_west_ozaa_west,Ozaa West,abia_ukwa_west,10
,,,
abia_umuahia_north_ibeku_east_i,Ibeku East I,abia_umuahia_north,1
abia_umuahia_north_ibeku_east_ii,Ibeku East II,abia_umuahia_north,2
abia_umuahia_north_ndume,Ndume,abia_umuahia_north,3
abia_umuahia_north_ibeku_west,Ibeku West,abia_umuahia_north,4
abia_umuahia_north_umuahia_urban_i,Umuahia Urban I,abia_umuahia_north,5
abia_umuahia_north_umuahia_urban_ii,Umuahia Urban II,abia_umuahia_north,6
abia_umuahia_north_umuahia_urban_iii,Umuahia Urban III,abia_umuahia_north,7
abia_umuahia_north_nkwoachara,Nkwoachara,abia_umuahia_north,8
abia_umuahia_north_nkwoegwu,Nkwoegwu,abia_umuahia_north,9
abia_umuahia_north_afugiri,Afugiri,abia_umuahia_north,10
abia_umuahia_north_umuhu,Umuhu,abia_umuahia_north,11
abia_umuahia_north_isingwu,Isingwu,abia_umuahia_north,12
,,,
abia_umuahia_south_ezeleke_ogbodiukwu,Ezeleke/Ogbodiukwu,abia_umuahia_south,1
abia_umuahia_south_omaegwu,Omaegwu,abia_umuahia_south,2
abia_umuahia_south_ohiaocha,Ohiaocha,abia_umuahia_south,3
abia_umuahia_south_ahiaukwu_i,Ahiaukwu I,abia_umuahia_south,4
abia_umuahia_south_ahiaukwu_ii,Ahiaukwu II,abia_umuahia_south,5
abia_umuahia_south_old_umuahia,Old Umuahia,abia_umuahia_south,6
abia_umuahia_south_amakama,Amakama,abia_umuahia_south,7
abia_umuahia_south_ubakala_a,Ubakala A,abia_umuahia_south,8
abia_umuahia_south_nsirimo,Nsirimo,abia_umuahia_south,9
abia_umuahia_south_ubakala_b,Ubakala B,abia_umuahia_south,10
,,,
abia_umunneochi_amuda,Amuda,abia_umunneochi,1
abia_umunneochi_umuaku,Umuaku,abia_umunneochi,2
abia_umunneochi_mbala_achara,Mbala/Achara,abia_umunneochi,3
abia_umunneochi_ezingodo,Ezingodo,abia_umunneochi,4
abia_umunneochi_ndiawa_umuelem_i,Ndiawa/Umuelem/I,abia_umunneochi,5
abia_umunneochi_eziama_ugwu,Eziama Ugwu,abia_umunneochi,6
abia_umunneochi_eziama_agbo,Eziama-Agbo,abia_umunneochi,7
abia_umunneochi_ubahu_akawa_arokpa,Ubahu/Akawa/Arokpa,abia_umunneochi,8
abia_umunneochi_umuchieze_i,Umuchieze I,abia_umunneochi,9
abia_umunneochi_umuchieze_ii,Umuchieze II,abia_umunneochi,10
abia_umunneochi_umuchieze_iii,Umuchieze III,abia_umunneochi,11
abia_umunneochi_obinolu_obiagu_la,Obinolu/Obiagu/La,abia_umunneochi,12
,,,
anambra_aguata_achina_i,Achina I,anambra_aguata,1
anambra_aguata_achina_ii,Achina II,anambra_aguata,2
anambra_aguata_agulueze_chukwu,Agulueze Chukwu,anambra_aguata,3
anambra_aguata_akpo,Akpo,anambra_aguata,4
anambra_aguata_amesi,Amesi,anambra_aguata,5
anambra_aguata_ekwulobia_i,Ekwulobia I,anambra_aguata,6
anambra_aguata_ekwulobia_ii,Ekwulobia II,anambra_aguata,7
anambra_aguata_ezinifite_i,Ezinifite I,anambra_aguata,8
anambra_aguata_ezinifite_ii,Ezinifite II,anambra_aguata,9
anambra_aguata_igbo_ukwu_i,Igbo Ukwu I,anambra_aguata,10
anambra_aguata_igbo_ukwu_ii,Igbo Ukwu II,anambra_aguata,11
anambra_aguata_ikenga,Ikenga,anambra_aguata,12
anambra_aguata_isuofia,Isuofia,anambra_aguata,13
anambra_aguata_nkpologwu,Nkpologwu,anambra_aguata,14
anambra_aguata_oraeri,Oraeri,anambra_aguata,15
anambra_aguata_uga_i,Uga I,anambra_aguata,16
anambra_aguata_uga_ii,Uga II,anambra_aguata,17
anambra_aguata_umuchu_i,Umuchu I,anambra_aguata,18
anambra_aguata_umuchu_ii,Umuchu II,anambra_aguata,19
anambra_aguata_omuona,Omuona,anambra_aguata,20
,,,
anambra_ayamulum_anaku,Anaku,anambra_ayamulum,1
anambra_ayamulum_ifite_ogwari_i,Ifite Ogwari I,anambra_ayamulum,2
anambra_ayamulum_ifite_ogwari_ii,Ifite Ogwari II,anambra_ayamulum,3
anambra_ayamulum_igbakwu,Igbakwu,anambra_ayamulum,4
anambra_ayamulum_omasi,Omasi,anambra_ayamulum,5
anambra_ayamulum_omor_i,Omor I,anambra_ayamulum,6
anambra_ayamulum_omor_ii,Omor II,anambra_ayamulum,7
anambra_ayamulum_omor_iii,Omor III,anambra_ayamulum,8
anambra_ayamulum_umu_elum,Umu Elum,anambra_ayamulum,9
anambra_ayamulum_umueje,Umueje,anambra_ayamulum,10
anambra_ayamulum_umumbo,Umumbo,anambra_ayamulum,11
,,,
anambra_anambra_east_aguleri_i,Aguleri I,anambra_anambra_east,1
anambra_anambra_east_aguleri_ii,Aguleri II,anambra_anambra_east,2
anambra_anambra_east_enugwu_otu,Enugwu-Otu,anambra_anambra_east,3
anambra_anambra_east_eziagulu_otu,Eziagulu-Otu,anambra_anambra_east,4
anambra_anambra_east_igbariam,Igbariam,anambra_anambra_east,5
anambra_anambra_east_nando_i,Nando I,anambra_anambra_east,6
anambra_anambra_east_nando_ii,Nando II,anambra_anambra_east,7
anambra_anambra_east_nando_iii,Nando III,anambra_anambra_east,8
anambra_anambra_east_nsugbe_i,Nsugbe I,anambra_anambra_east,9
anambra_anambra_east_nsugbe_ii,Nsugbe II,anambra_anambra_east,10
anambra_anambra_east_otuochai,Otuocha I,anambra_anambra_east,11
anambra_anambra_east_otuochaii,Otuocha II,anambra_anambra_east,12
anambra_anambra_east_omureli_i,Omureli I,anambra_anambra_east,13
anambra_anambra_east_omureli_ii,Omureli II,anambra_anambra_east,14
anambra_anambra_east_umuoba_anam,Umuoba-Anam,anambra_anambra_east,15
,,,
anambra_anambra_west_ifite_anam,Ifite Anam,anambra_anambra_west,1
anambra_anambra_west_nzam,Nzam,anambra_anambra_west,2
anambra_anambra_west_olumbanasa_ode,Olumbanasa-Ode,anambra_anambra_west,3
anambra_anambra_west_olumbanasa_inoma,Olumbanasa-Inoma,anambra_anambra_west,4
anambra_anambra_west_oroma_etiti_anam,Oroma Etiti Anam,anambra_anambra_west,5
anambra_anambra_west_umuenwelum_anam,Umuenwelum Anam,anambra_anambra_west,6
anambra_anambra_west_umueze_anam_i,Umueze Anam I,anambra_anambra_west,7
anambra_anambra_west_umueze_anam_ii,Umueze Anam II,anambra_anambra_west,8
anambra_anambra_west_umuoba_anam,Umuoba Anam,anambra_anambra_west,9
,,,
anambra_anaocha_adazi_ani,Adazi Ani,anambra_anaocha,1
anambra_anaocha_adazi_ii,Adazi II,anambra_anaocha,2
anambra_anaocha_adazi_enui_i,Adazi Enui I,anambra_anaocha,3
anambra_anaocha_adazi_enui_ii,Adazi Enui II,anambra_anaocha,4
anambra_anaocha_adazi_nnukwu_i,Adazi Nnukwu I,anambra_anaocha,5
anambra_anaocha_adazi_nnukwu_ii,Adazi Nnukwu II,anambra_anaocha,6
anambra_anaocha_agulu_i,Agulu I,anambra_anaocha,7
anambra_anaocha_agulu_ii,Agulu II,anambra_anaocha,8
anambra_anaocha_agulu_iii,Agulu III,anambra_anaocha,9
anambra_anaocha_agulu_iv,Agulu IV,anambra_anaocha,10
anambra_anaocha_agulu_uzoigbo,Agulu Uzoigbo,anambra_anaocha,11
anambra_anaocha_akwaeze,Akwaeze,anambra_anaocha,12
anambra_anaocha_ichida_i,Ichida I,anambra_anaocha,13
anambra_anaocha_ichida_ii,Ichida II,anambra_anaocha,14
anambra_anaocha_neni_i,Neni I,anambra_anaocha,15
anambra_anaocha_neni_ii,Neni II,anambra_anaocha,16
anambra_anaocha_nri_i,Nri I,anambra_anaocha,17
anambra_anaocha_nri_ii,Nri II,anambra_anaocha,18
anambra_anaocha_obeled,Obeledu,anambra_anaocha,19
,,,
anambra_awka_north_achalla_i,Achalla I,anambra_awka_north,1
anambra_awka_north_achalla_ii,Achalla II,anambra_awka_north,2
anambra_awka_north_achalla_iii,Achalla III,anambra_awka_north,3
anambra_awka_north_amansea,Amansea,anambra_awka_north,4
anambra_awka_north_amanuke,Amanuke,anambra_awka_north,5
anambra_awka_north_awba_ofemmili,Awba Ofemmili,anambra_awka_north,6
anambra_awka_north_ebenebe_i,Ebenebe I,anambra_awka_north,7
anambra_awka_north_ebenebe_ii,Ebenebe II,anambra_awka_north,8
anambra_awka_north_ebenebe_iii,Ebenebe III,anambra_awka_north,9
anambra_awka_north_isu_aniocha,Isu Aniocha,anambra_awka_north,10
anambra_awka_north_mgbakwu_i,Mgbakwu I,anambra_awka_north,11
anambra_awka_north_ugbene,Ugbene,anambra_awka_north,12
anambra_awka_north_ugbenu,Ugbenu,anambra_awka_north,13
anambra_awka_north_urum,Urum,anambra_awka_north,14
,,,
anambra_awka_south_ogu_oka,Ogu Oka,anambra_awka_south,1
anambra_awka_south_amawbia_i,Amawbia I,anambra_awka_south,2
anambra_awka_south_amawbia_ii,Amawbia II,anambra_awka_south,3
anambra_awka_south_amawbia_iii,Amawbia III,anambra_awka_south,4
anambra_awka_south_awka_i,Awka I,anambra_awka_south,5
anambra_awka_south_awka_ii,Awka II,anambra_awka_south,6
anambra_awka_south_awka_iii,Awka III,anambra_awka_south,7
anambra_awka_south_awka_iv,Awka IV,anambra_awka_south,8
anambra_awka_south_awka_v,Awka V,anambra_awka_south,9
anambra_awka_south_awka_vi,Awka VI,anambra_awka_south,10
anambra_awka_south_awka_vii,Awka VII,anambra_awka_south,11
anambra_awka_south_ezinato_isiagu,Ezinato/Isiagu,anambra_awka_south,12
anambra_awka_south_mba_ukwu,Mba Ukwu,anambra_awka_south,13
anambra_awka_south_nibo_i,Nibo I,anambra_awka_south,14
anambra_awka_south_nibo_ii,Nibo II,anambra_awka_south,15
anambra_awka_south_nibo_iii,Nibo III,anambra_awka_south,16
anambra_awka_south_nise_i,Nise I,anambra_awka_south,17
anambra_awka_south_nise_ii,Nise II,anambra_awka_south,18
anambra_awka_south_okpuno,Okpuno,anambra_awka_south,19
anambra_awka_south_umuawulu,Umuawulu,anambra_awka_south,20
,,,
anambra_dunukofia_akwa,Akwa,anambra_dunukofia,1
anambra_dunukofia_ifitedunu_i,Ifitedunu I,anambra_dunukofia,2
anambra_dunukofia_ifitedunu_ii,Ifitedunu II,anambra_dunukofia,3
anambra_dunukofia_nawgu_i,Nawgu I,anambra_dunukofia,4
anambra_dunukofia_nawgu_ii,Nawgu II,anambra_dunukofia,5
anambra_dunukofia_ukpo_i,Ukpo I,anambra_dunukofia,6
anambra_dunukofia_ukpo_ii,Ukpo II,anambra_dunukofia,7
anambra_dunukofia_ukpo_iii,Ukpo III,anambra_dunukofia,8
anambra_dunukofia_ukwulu_i,Ukwulu I,anambra_dunukofia,9
anambra_dunukofia_ukwulu_ii,Ukwulu II,anambra_dunukofia,10
anambra_dunukofia_umudioka_i,Umudioka I,anambra_dunukofia,11
anambra_dunukofia_umudioka_ii,Umudioka II,anambra_dunukofia,12
anambra_dunukofia_umunnachi_i,Umunnachi I,anambra_dunukofia,13
anambra_dunukofia_umunnachi_ii,Umunnachi II,anambra_dunukofia,14
,,,
anambra_ekwusigo_ichi,Ichi,anambra_ekwusigo,1
anambra_ekwusigo_ihembosi_anaubahu,Ihembosi/Anaubahu,anambra_ekwusigo,2
anambra_ekwusigo_oraifite_i,Oraifite I,anambra_ekwusigo,3
anambra_ekwusigo_oraifite_ii,Oraifite II,anambra_ekwusigo,4
anambra_ekwusigo_oraifite_iii,Oraifite III,anambra_ekwusigo,5
anambra_ekwusigo_ozubulu_i,Ozubulu I,anambra_ekwusigo,6
anambra_ekwusigo_ozubulu_ii,Ozubulu II,anambra_ekwusigo,7
anambra_ekwusigo_ozubulu_iii,Ozubulu III,anambra_ekwusigo,8
anambra_ekwusigo_ozubulu_iv,Ozubulu IV,anambra_ekwusigo,9
anambra_ekwusigo_ozubulu_v,Ozubulu V,anambra_ekwusigo,10
anambra_ekwusigo_amakwa_iii,Amakwa III,anambra_ekwusigo,11
anambra_ekwusigo_ihiteoha,Ihiteoha,anambra_ekwusigo,12
,,,
anambra_idemili_north_abacha,Abacha,anambra_idemili_north,1
anambra_idemili_north_abatete,Abatete,anambra_idemili_north,2
anambra_idemili_north_eziowelle,Eziowelle,anambra_idemili_north,3
anambra_idemili_north_ideani,Ideani,anambra_idemili_north,4
anambra_idemili_north_nkpor_i,Nkpor I,anambra_idemili_north,5
anambra_idemili_north_nkpor_ii,Nkpor II,anambra_idemili_north,6
anambra_idemili_north_obosi,Obosi,anambra_idemili_north,7
anambra_idemili_north_ogidi_i,Ogidi I,anambra_idemili_north,8
anambra_idemili_north_ogidi_ii,Ogidi II,anambra_idemili_north,9
anambra_idemili_north_oraukwu,Oraukwu,anambra_idemili_north,10
anambra_idemili_north_uke,Uke,anambra_idemili_north,11
anambra_idemili_north_umuoji,Umuoji,anambra_idemili_north,12
,,,
anambra_idemili_south_alor_i,Alor I,anambra_idemili_south,1
anambra_idemili_south_alor_ii,Alor II,anambra_idemili_south,2
anambra_idemili_south_akwa_etiti_i,Akwa-Etiti I,anambra_idemili_south,3
anambra_idemili_south_akwa_etiti_ii,Akwa-Etiti II,anambra_idemili_south,4
anambra_idemili_south_nnobi_i,Nnobi I,anambra_idemili_south,5
anambra_idemili_south_nnobi_ii,Nnobi II,anambra_idemili_south,6
anambra_idemili_south_nnobi_iii,Nnobi III,anambra_idemili_south,7
anambra_idemili_south_nnokwa,Nnokwa,anambra_idemili_south,8
anambra_idemili_south_oba_i,Oba I,anambra_idemili_south,9
anambra_idemili_south_oba_ii,Oba II,anambra_idemili_south,10
anambra_idemili_south_ojoto,Ojoto,anambra_idemili_south,11
,,,
anambra_ihiala_amamu_i,Amamu I,anambra_ihiala,1
anambra_ihiala_amamu_ii,Amamu II,anambra_ihiala,2
anambra_ihiala_amoka,Amoka,anambra_ihiala,3
anambra_ihiala_azia,Azia,anambra_ihiala,4
anambra_ihiala_ihite,Ihite,anambra_ihiala,5
anambra_ihiala_isseke,Isseke,anambra_ihiala,6
anambra_ihiala_ogbolo,Ogbolo,anambra_ihiala,7
anambra_ihiala_okija_i,Okija I,anambra_ihiala,8
anambra_ihiala_okija_ii,Okija II,anambra_ihiala,9
anambra_ihiala_okija_iii,Okija III,anambra_ihiala,10
anambra_ihiala_okija_iv,Okija IV,anambra_ihiala,11
anambra_ihiala_okija_v,Okija V,anambra_ihiala,12
anambra_ihiala_orsumoghu,Orsumoghu,anambra_ihiala,13
anambra_ihiala_ubuluisiuzor,Ubuluisiuzor,anambra_ihiala,14
anambra_ihiala_uli_i,Uli I,anambra_ihiala,15
anambra_ihiala_uli_ii,Uli II,anambra_ihiala,16
anambra_ihiala_uli_iii,Uli III,anambra_ihiala,17
anambra_ihiala_lilu,Lilu,anambra_ihiala,18
anambra_ihiala_uzoakwa,Uzoakwa,anambra_ihiala,19
anambra_ihiala_mbosi,Mbosi,anambra_ihiala,20
,,,
anambra_njikoka_abba_i,Abba I,anambra_njikoka,1
anambra_njikoka_abba_ii,Abba II,anambra_njikoka,2
anambra_njikoka_abagana_i,Abagana I,anambra_njikoka,3
anambra_njikoka_abagana_ii,Abagana II,anambra_njikoka,4
anambra_njikoka_abagana_iii,Abagana III,anambra_njikoka,5
anambra_njikoka_abagana_iv,Abagana IV,anambra_njikoka,6
anambra_njikoka_enugwu_agidi_i,Enugwu Agidi I,anambra_njikoka,7
anambra_njikoka_enugwu_agidi_ii,Enugwu Agidi II,anambra_njikoka,8
anambra_njikoka_enugwu_ukwu_i,Enugwu Ukwu I,anambra_njikoka,9
anambra_njikoka_enugwu_ukwu_ii,Enugwu Ukwu II,anambra_njikoka,10
anambra_njikoka_enugwu_ukwu_iii,Enugwu Ukwu III,anambra_njikoka,11
anambra_njikoka_enugwu_ukwu_iv,Enugwu Ukwu IV,anambra_njikoka,12
anambra_njikoka_nawfia_i,Nawfia I,anambra_njikoka,13
anambra_njikoka_nawfia_ii,Nawfia II,anambra_njikoka,14
anambra_njikoka_nimo_i,Nimo I,anambra_njikoka,15
anambra_njikoka_nimo_ii,Nimo II,anambra_njikoka,16
anambra_njikoka_nimo_iii,Nimo III,anambra_njikoka,17
anambra_njikoka_nimo_iv,Nimo IV,anambra_njikoka,18
,,,
anambra_nnewi_north_nnewi_ichi_i,Nnewi Ichi I,anambra_nnewi_north,1
anambra_nnewi_north_nnewi_ichi_ii,Nnewi Ichi II,anambra_nnewi_north,2
anambra_nnewi_north_otolo_i,Otolo I,anambra_nnewi_north,3
anambra_nnewi_north_otolo_ii,Otolo II,anambra_nnewi_north,4
anambra_nnewi_north_otolo_iii,Otolo III,anambra_nnewi_north,5
anambra_nnewi_north_umudim_i,Umudim I,anambra_nnewi_north,6
anambra_nnewi_north_umudim_ii,Umudim II,anambra_nnewi_north,7
anambra_nnewi_north_uruagu_i,Uruagu I,anambra_nnewi_north,8
