state_id,lga_id,town_id,town_name
bayelsa,bayelsa_brass,town_bayelsa_brass_brass,Brass
bayelsa,bayelsa_brass,town_bayelsa_brass_nembe_creek,Nembe Creek
bayelsa,bayelsa_brass,town_bayelsa_brass_okpoama,Okpoama
bayelsa,bayelsa_brass,town_bayelsa_brass_twon_brass,Twon-Brass
bayelsa,bayelsa_brass,town_bayelsa_brass_ewoama,Ewoama
bayelsa,bayelsa_ekeremor,town_bayelsa_ekeremor_ekeremor,Ekeremor
bayelsa,bayelsa_ekeremor,town_bayelsa_ekeremor_aleibiri,Aleibiri
bayelsa,bayelsa_ekeremor,town_bayelsa_ekeremor_oporomor,Oporomor
bayelsa,bayelsa_ekeremor,town_bayelsa_ekeremor_peretorugbene,Peretorugbene
bayelsa,bayelsa_ekeremor,town_bayelsa_ekeremor_tarakiri,Tarakiri
bayelsa,bayelsa_kolokuma_opokuma,town_bayelsa_kolokuma_opokuma_kaiama,Kaiama
bayelsa,bayelsa_kolokuma_opokuma,town_bayelsa_kolokuma_opokuma_opokuma,Opokuma
bayelsa,bayelsa_kolokuma_opokuma,town_bayelsa_kolokuma_opokuma_odi,Odi
bayelsa,bayelsa_kolokuma_opokuma,town_bayelsa_kolokuma_opokuma_sampou,Sampou
bayelsa,bayelsa_kolokuma_opokuma,town_bayelsa_kolokuma_opokuma_sabagreia,Sabagreia
bayelsa,bayelsa_nembe,town_bayelsa_nembe_nembe,Nembe
bayelsa,bayelsa_nembe,town_bayelsa_nembe_ogbolomabiri,Ogbolomabiri
bayelsa,bayelsa_nembe,town_bayelsa_nembe_bassambiri,Bassambiri
bayelsa,bayelsa_nembe,town_bayelsa_nembe_okoroba,Okoroba
bayelsa,bayelsa_nembe,town_bayelsa_nembe_oluasiri,Oluasiri
bayelsa,bayelsa_ogbia,town_bayelsa_ogbia_ogbia,Ogbia
bayelsa,bayelsa_ogbia,town_bayelsa_ogbia_otuoke,Otuoke
bayelsa,bayelsa_ogbia,town_bayelsa_ogbia_oloibiri,Oloibiri
bayelsa,bayelsa_ogbia,town_bayelsa_ogbia_kolo,Kolo
bayelsa,bayelsa_ogbia,town_bayelsa_ogbia_anyama,Anyama
bayelsa,bayelsa_sagbama,town_bayelsa_sagbama_sagbama,Sagbama
bayelsa,bayelsa_sagbama,town_bayelsa_sagbama_toru_orua,Toru-Orua
bayelsa,bayelsa_sagbama,town_bayelsa_sagbama_angalabiri,Angalabiri
bayelsa,bayelsa_sagbama,town_bayelsa_sagbama_adagbabiri,Adagbabiri
bayelsa,bayelsa_sagbama,town_bayelsa_sagbama_ofoni,Ofoni
bayelsa,bayelsa_southern_ijaw,town_bayelsa_southern_ijaw_oporoma,Oporoma
bayelsa,bayelsa_southern_ijaw,town_bayelsa_southern_ijaw_amassoma,Amassoma
bayelsa,bayelsa_southern_ijaw,town_bayelsa_southern_ijaw_otuan,Otuan
bayelsa,bayelsa_southern_ijaw,town_bayelsa_southern_ijaw_olugbobiri,Olugbobiri
bayelsa,bayelsa_southern_ijaw,town_bayelsa_southern_ijaw_koluama,Koluama
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_yenagoa,Yenagoa
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_edepie,Edepie
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_akenfa,Akenfa
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_opolo,Opolo
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_swali,Swali
bayelsa,bayelsa_yenagoa,town_bayelsa_yenagoa_ekeki,Ekeki
