state_id,lga_id,town_id,town_name
cross_river,cross_river_abi,town_cross_river_abi_itigidi,Itigidi
cross_river,cross_river_abi,town_cross_river_abi_ediba,Ediba
cross_river,cross_river_abi,town_cross_river_abi_adadama,Adadama
cross_river,cross_river_abi,town_cross_river_abi_ugep_ediba_axis,Ugep-Ediba axis
cross_river,cross_river_abi,town_cross_river_abi_ebom,Ebom
cross_river,cross_river_akampka,town_cross_river_akampka_akampka,Akampka
cross_river,cross_river_akampka,town_cross_river_akampka_oban,Oban
cross_river,cross_river_akampka,town_cross_river_akampka_awi,Awi
cross_river,cross_river_akampka,town_cross_river_akampka_mbarakom,Mbarakom
cross_river,cross_river_akampka,town_cross_river_akampka_uyanga,Uyanga
cross_river,cross_river_akpabuyo,town_cross_river_akpabuyo_ikot_nakanda,Ikot Nakanda
cross_river,cross_river_akpabuyo,town_cross_river_akpabuyo_ikang,Ikang
cross_river,cross_river_akpabuyo,town_cross_river_akpabuyo_atimbo,Atimbo
cross_river,cross_river_akpabuyo,town_cross_river_akpabuyo_esuk_mba,Esuk Mba
cross_river,cross_river_akpabuyo,town_cross_river_akpabuyo_ikot_edem_odo,Ikot Edem Odo
cross_river,cross_river_bakassi,town_cross_river_bakassi_ikang,Ikang
cross_river,cross_river_bakassi,town_cross_river_bakassi_dayspring,Dayspring
cross_river,cross_river_bakassi,town_cross_river_bakassi_akpankanya,Akpankanya
cross_river,cross_river_bakassi,town_cross_river_bakassi_ine_akpa_ikang,Ine Akpa Ikang
cross_river,cross_river_bakassi,town_cross_river_bakassi_abana,Abana
cross_river,cross_river_bekwarra,town_cross_river_bekwarra_abuochiche,Abuochiche
cross_river,cross_river_bekwarra,town_cross_river_bekwarra_ugboro,Ugboro
cross_river,cross_river_bekwarra,town_cross_river_bekwarra_gakem,Gakem
cross_river,cross_river_bekwarra,town_cross_river_bekwarra_afrike,Afrike
cross_river,cross_river_bekwarra,town_cross_river_bekwarra_beten,Beten
cross_river,cross_river_biase,town_cross_river_biase_akpet_central,Akpet Central
cross_river,cross_river_biase,town_cross_river_biase_umon,Umon
cross_river,cross_river_biase,town_cross_river_biase_erei,Erei
cross_river,cross_river_biase,town_cross_river_biase_adim,Adim
cross_river,cross_river_biase,town_cross_river_biase_ikun,Ikun
cross_river,cross_river_boki,town_cross_river_boki_boje,Boje
cross_river,cross_river_boki,town_cross_river_boki_okundi,Okundi
cross_river,cross_river_boki,town_cross_river_boki_bateriko,Bateriko
cross_river,cross_river_boki,town_cross_river_boki_iso_bendeghe,Iso-Bendeghe
cross_river,cross_river_boki,town_cross_river_boki_wula,Wula
cross_river,cross_river_calabar_municipality,town_cross_river_calabar_municipality_calabar,Calabar
cross_river,cross_river_calabar_municipality,town_cross_river_calabar_municipality_duke_town,Duke Town
cross_river,cross_river_calabar_municipality,town_cross_river_calabar_municipality_henshaw_town,Henshaw Town
cross_river,cross_river_calabar_municipality,town_cross_river_calabar_municipality_big_qua_town,Big Qua Town
cross_river,cross_river_calabar_municipality,town_cross_river_calabar_municipality_federal_housing,Federal Housing
cross_river,cross_river_calabar_south,town_cross_river_calabar_south_anantigha,Anantigha
cross_river,cross_river_calabar_south,town_cross_river_calabar_south_akim,Akim
cross_river,cross_river_calabar_south,town_cross_river_calabar_south_efut_abua,Efut Abua
cross_river,cross_river_calabar_south,town_cross_river_calabar_south_mbukpa,Mbukpa
cross_river,cross_river_calabar_south,town_cross_river_calabar_south_mount_zion,Mount Zion
cross_river,cross_river_etung,town_cross_river_etung_effraya,Effraya
cross_river,cross_river_etung,town_cross_river_etung_bendeghe_ekiem,Bendeghe Ekiem
cross_river,cross_river_etung,town_cross_river_etung_abia,Abia
cross_river,cross_river_etung,town_cross_river_etung_ajassor,Ajassor
cross_river,cross_river_etung,town_cross_river_etung_agbokim_waterfalls,Agbokim Waterfalls
cross_river,cross_river_ikom,town_cross_river_ikom_ikom,Ikom
cross_river,cross_river_ikom,town_cross_river_ikom_four_corners,Four Corners
cross_river,cross_river_ikom,town_cross_river_ikom_nde,Nde
cross_river,cross_river_ikom,town_cross_river_ikom_akparabong,Akparabong
cross_river,cross_river_ikom,town_cross_river_ikom_ofutop,Ofutop
cross_river,cross_river_obanliku,town_cross_river_obanliku_sankwala,Sankwala
cross_river,cross_river_obanliku,town_cross_river_obanliku_bebi,Bebi
cross_river,cross_river_obanliku,town_cross_river_obanliku_bisu,Bisu
cross_river,cross_river_obanliku,town_cross_river_obanliku_busi,Busi
cross_river,cross_river_obanliku,town_cross_river_obanliku_basang,Basang
