state_id,lga_id,town_id,town_name
ebonyi,ebonyi_abakaliki,town_ebonyi_abakaliki_abakaliki,Abakaliki
ebonyi,ebonyi_abakaliki,town_ebonyi_abakaliki_azuiyiokwu,Azuiyiokwu
ebonyi,ebonyi_abakaliki,town_ebonyi_abakaliki_nkaliki,Nkaliki
ebonyi,ebonyi_abakaliki,town_ebonyi_abakaliki_amike_aba,Amike Aba
ebonyi,ebonyi_abakaliki,town_ebonyi_abakaliki_timber_shade,Timber Shade
ebonyi,ebonyi_afikpo_north,town_ebonyi_afikpo_north_afikpo,Afikpo
ebonyi,ebonyi_afikpo_north,town_ebonyi_afikpo_north_amasiri,Amasiri
ebonyi,ebonyi_afikpo_north,town_ebonyi_afikpo_north_unwana,Unwana
ebonyi,ebonyi_afikpo_north,town_ebonyi_afikpo_north_akpoha,Akpoha
ebonyi,ebonyi_afikpo_north,town_ebonyi_afikpo_north_ozizza,Ozizza
ebonyi,ebonyi_afikpo_south,town_ebonyi_afikpo_south_edda,Edda
ebonyi,ebonyi_afikpo_south,town_ebonyi_afikpo_south_nguzu_edda,Nguzu Edda
ebonyi,ebonyi_afikpo_south,town_ebonyi_afikpo_south_owutu_edda,Owutu Edda
ebonyi,ebonyi_afikpo_south,town_ebonyi_afikpo_south_ebunwana,Ebunwana
ebonyi,ebonyi_afikpo_south,town_ebonyi_afikpo_south_amangwu_edda,Amangwu Edda
ebonyi,ebonyi_ebonyi,town_ebonyi_ebonyi_ugbodo,Ugbodo
ebonyi,ebonyi_ebonyi,town_ebonyi_ebonyi_kpirikpiri,Kpirikpiri
ebonyi,ebonyi_ebonyi,town_ebonyi_ebonyi_ndiegu_echara,Ndiegu Echara
ebonyi,ebonyi_ebonyi,town_ebonyi_ebonyi_echiaba,Echiaba
ebonyi,ebonyi_ebonyi,town_ebonyi_ebonyi_ogbala,Ogbala
ebonyi,ebonyi_ezza_north,town_ebonyi_ezza_north_ebiaji,Ebiaji
ebonyi,ebonyi_ezza_north,town_ebonyi_ezza_north_nkomoro,Nkomoro
ebonyi,ebonyi_ezza_north,town_ebonyi_ezza_north_umuezeoka,Umuezeoka
ebonyi,ebonyi_ezza_north,town_ebonyi_ezza_north_oriuzor,Oriuzor
ebonyi,ebonyi_ezza_north,town_ebonyi_ezza_north_omege,Omege
ebonyi,ebonyi_ezza_south,town_ebonyi_ezza_south_onueke,Onueke
