state_id,lga_id,town_id,town_name
anambra,anambra_aguata,town_anambra_aguata_achina,Achina
anambra,anambra_aguata,town_anambra_aguata_aguluezechukwu,Aguluezechukwu
anambra,anambra_aguata,town_anambra_aguata_akpo,Akpo
anambra,anambra_aguata,town_anambra_aguata_amesi,Amesi
anambra,anambra_aguata,town_anambra_aguata_ekwulobia,Ekwulobia
anambra,anambra_aguata,town_anambra_aguata_ezinifite,Ezinifite
anambra,anambra_aguata,town_anambra_aguata_igbo_ukwu,Igbo-Ukwu
anambra,anambra_aguata,town_anambra_aguata_ikenga,Ikenga
anambra,anambra_aguata,town_anambra_aguata_isuofia,Isuofia
anambra,anambra_aguata,town_anambra_aguata_nkpologwu,Nkpologwu
anambra,anambra_aguata,town_anambra_aguata_oraeri,Oraeri
anambra,anambra_aguata,town_anambra_aguata_uga,Uga
anambra,anambra_aguata,town_anambra_aguata_umuchu,Umuchu
anambra,anambra_anambra_east,town_anambra_anambra_east_aguleri,Aguleri
anambra,anambra_anambra_east,town_anambra_anambra_east_enugwu_aguleri,Enugwu Aguleri
anambra,anambra_anambra_east,town_anambra_anambra_east_eziagulu_otu,Eziagulu Otu
anambra,anambra_anambra_east,town_anambra_anambra_east_igbariam,Igbariam
anambra,anambra_anambra_east,town_anambra_anambra_east_nando,Nando
anambra,anambra_anambra_east,town_anambra_anambra_east_nsugbe,Nsugbe
anambra,anambra_anambra_east,town_anambra_anambra_east_otuocha,Otuocha
anambra,anambra_anambra_east,town_anambra_anambra_east_umuoba_anam,Umuoba Anam
anambra,anambra_anambra_west,town_anambra_anambra_west_nzam,Nzam
anambra,anambra_anambra_west,town_anambra_anambra_west_olumbanasa,Olumbanasa
anambra,anambra_anambra_west,town_anambra_anambra_west_umueze_anam,Umueze Anam
anambra,anambra_anambra_west,town_anambra_anambra_west_mmiata_anam,Mmiata Anam
anambra,anambra_anambra_west,town_anambra_anambra_west_oroma_etiti,Oroma Etiti
anambra,anambra_anambra_west,town_anambra_anambra_west_umuenwelum_anam,Umuenwelum Anam
anambra,anambra_anambra_west,town_anambra_anambra_west_inoma_akator,Inoma Akator
anambra,anambra_anambra_west,town_anambra_anambra_west_ifite_anam,Ifite Anam
anambra,anambra_anaocha,town_anambra_anaocha_adazi_ani,Adazi-Ani
anambra,anambra_anaocha,town_anambra_anaocha_adazi_enu,Adazi-Enu
anambra,anambra_anaocha,town_anambra_anaocha_adazi_nnukwu,Adazi-Nnukwu
anambra,anambra_anaocha,town_anambra_anaocha_agulu,Agulu
anambra,anambra_anaocha,town_anambra_anaocha_aguluzigbo,Aguluzigbo
anambra,anambra_anaocha,town_anambra_anaocha_akwaeze,Akwaeze
anambra,anambra_anaocha,town_anambra_anaocha_ichida,Ichida
anambra,anambra_anaocha,town_anambra_anaocha_neni,Neni
anambra,anambra_anaocha,town_anambra_anaocha_nri,Nri
anambra,anambra_anaocha,town_anambra_anaocha_obeledu,Obeledu
anambra,anambra_awka_north,town_anambra_awka_north_achalla,Achalla
anambra,anambra_awka_north,town_anambra_awka_north_amansea,Amansea
